Date,price
1/18/2014 2:00,42.23577
1/18/2014 2:30,39.02216
1/18/2014 3:00,39.0817
1/18/2014 3:30,39.06565
1/18/2014 4:00,39.15322
1/18/2014 4:30,43.2576
1/18/2014 5:00,43.1263
1/18/2014 5:30,43.07936
1/18/2014 6:00,42.17993
1/18/2014 6:30,44.46157
1/18/2014 7:00,42.40142
1/18/2014 7:30,45.86945
1/18/2014 8:00,39.8519
1/18/2014 8:30,38.21222
1/18/2014 9:00,37.37433
1/18/2014 9:30,34.86948
1/18/2014 10:00,33.00281
1/18/2014 10:30,37.30607
1/18/2014 11:00,36.29398
1/18/2014 11:30,36.39902
1/18/2014 12:00,35.40978
1/18/2014 12:30,36.4699
1/18/2014 13:00,36.13887
1/18/2014 13:30,32.77755
1/18/2014 14:00,32.04703
1/18/2014 14:30,35.88779
1/18/2014 15:00,35.93712
1/18/2014 15:30,39.84634
1/18/2014 16:00,38.68022
1/18/2014 16:30,42.26756
1/18/2014 17:00,38.66119
1/18/2014 17:30,45.23778
1/18/2014 18:00,48.94678
1/18/2014 18:30,69.17753
1/18/2014 19:00,46.51179
1/18/2014 19:30,50.53341
1/18/2014 20:00,45.20268
1/18/2014 20:30,42.44056
1/18/2014 21:00,43.0192
1/18/2014 21:30,40.07473
1/18/2014 22:00,42.60743
1/18/2014 22:30,43.81818
1/18/2014 23:00,47.22514
1/18/2014 23:30,43.05507
1/19/2014 0:00,48.20159
1/19/2014 0:30,47.99607
1/19/2014 1:00,39.3109
1/19/2014 1:30,37.16562
1/19/2014 2:00,38.21827
1/19/2014 2:30,39.28893
1/19/2014 3:00,48.4612
1/19/2014 3:30,39.23724
1/19/2014 4:00,47.85223
1/19/2014 4:30,48.12645
1/19/2014 5:00,39.58994
